Invoice Number,Transaction Date,Transaction Amount,Payer Home Location,Transaction ID,Invoice ID,Currency Code
117579,2024-11-01,$570.00,Bay Area Fencing Club - Los Gatos,45334010,59869493,USD
117573,2024-11-01,$190.00,Bay Area Fencing Club - Los Gatos,45334011,59869489,USD
117577,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334012,59869492,USD
117567,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334013,59869482,USD
117591,2024-11-01,$470.00,Bay Area Fencing - Pleasanton,45334014,59869504,USD
117586,2024-11-01,$190.00,Bay Area Fencing Club - Los Gatos,45334015,59869505,USD
117596,2024-11-01,$470.00,Bay Area Fencing - Pleasanton,45334016,59869511,USD
117588,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334017,59869501,USD
117582,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334018,59869497,USD
117590,2024-11-01,$400.00,Bay Area Fencing Club - Los Gatos,45334019,59869506,USD
117594,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334020,59869508,USD
117592,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334021,59869507,USD
117595,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334022,59869510,USD
117598,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334023,59869513,USD
117606,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334024,59869520,USD
117589,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334025,59869503,USD
117585,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334026,59869500,USD
117604,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334027,59869518,USD
117584,2024-11-01,$570.00,Bay Area Fencing - Pleasanton,45334028,59869498,USD
117607,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334029,59869521,USD
117613,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334030,59869525,USD
117602,2024-11-01,$570.00,Bay Area Fencing Club - Los Gatos,45334031,59869516,USD
117597,2024-11-01,$470.00,Bay Area Fencing Club - Los Gatos,45334032,59869514,USD
117601,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334033,59869515,USD
117605,2024-11-01,$470.00,Bay Area Fencing - Pleasanton,45334034,59869519,USD
117610,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334035,59869523,USD
117609,2024-11-01,$370.00,Bay Area Fencing - Pleasanton,45334036,59869522,USD
117614,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334037,59869526,USD
117611,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334038,59869528,USD
117616,2024-11-01,$570.00,Bay Area Fencing Club - Los Gatos,45334039,59869533,USD
117612,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334040,59869527,USD
117622,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334041,59869538,USD
117600,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334042,59869537,USD
117623,2024-11-01,$280.00,Bay Area Fencing - Pleasanton,45334043,59869536,USD
117617,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334044,59869530,USD
117615,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334045,59869529,USD
117627,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334046,59869541,USD
117619,2024-11-01,$570.00,Bay Area Fencing Club - Los Gatos,45334047,59869535,USD
117628,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334048,59869543,USD
117624,2024-11-01,$470.00,Bay Area Fencing Club - Los Gatos,45334049,59869539,USD
117625,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334050,59869542,USD
117620,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334051,59869532,USD
117626,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334052,59869540,USD
117630,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334053,59869545,USD
117634,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334054,59869549,USD
117640,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334055,59869554,USD
117633,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334056,59869548,USD
117641,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334057,59869555,USD
117643,2024-11-01,$190.00,Bay Area Fencing Club - Los Gatos,45334058,59869556,USD
117631,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334059,59869547,USD
117632,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334060,59869546,USD
117638,2024-11-01,$570.00,Bay Area Fencing Club - Los Gatos,45334061,59869551,USD
117645,2024-11-01,$300.00,Bay Area Fencing Club - Los Gatos,45334062,59869557,USD
117644,2024-11-01,$350.00,Bay Area Fencing - Pleasanton,45334063,59869558,USD
117656,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334064,59869570,USD
117636,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334065,59869550,USD
117651,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334066,59869565,USD
117635,2024-11-01,$300.00,Bay Area Fencing Club - Los Gatos,45334067,59869566,USD
117648,2024-11-01,$333.00,Bay Area Fencing Club - Los Gatos,45334068,59869562,USD
117649,2024-11-01,$280.00,Bay Area Fencing - Pleasanton,45334070,59869563,USD
117650,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334071,59869564,USD
117646,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334072,59869560,USD
117655,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334073,59869571,USD
117642,2024-11-01,$570.00,Bay Area Fencing Club - Los Gatos,45334074,59869561,USD
117654,2024-11-01,$570.00,Bay Area Fencing Club - Los Gatos,45334075,59869569,USD
117657,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334076,59869573,USD
117668,2024-11-01,$400.00,Bay Area Fencing Club - Los Gatos,45334077,59869582,USD
117666,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334078,59869583,USD
117652,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334079,59869567,USD
117647,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334080,59869559,USD
117667,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334081,59869581,USD
117653,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334082,59869568,USD
117662,2024-11-01,$400.00,Bay Area Fencing Club - Los Gatos,45334083,59869578,USD
117669,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334084,59869585,USD
117675,2024-11-01,$280.00,Bay Area Fencing - Pleasanton,45334085,59869589,USD
117661,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334086,59869576,USD
117665,2024-11-01,$300.00,Bay Area Fencing Club - Los Gatos,45334087,59869580,USD
117658,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334088,59869572,USD
117663,2024-11-01,$570.00,Bay Area Fencing Club - Los Gatos,45334089,59869577,USD
117660,2024-11-01,$400.00,Bay Area Fencing Club - Los Gatos,45334090,59869575,USD
117664,2024-11-01,$570.00,Bay Area Fencing Club - Los Gatos,45334091,59869579,USD
117659,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334092,59869574,USD
117673,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334093,59869588,USD
117688,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334094,59869606,USD
117680,2024-11-01,$171.00,Bay Area Fencing - Pleasanton,45334095,59869593,USD
117672,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334096,59869587,USD
117676,2024-11-01,$400.00,Bay Area Fencing Club - Los Gatos,45334097,59869594,USD
117699,2024-11-01,$350.00,Bay Area Fencing - Pleasanton,45334098,59869614,USD
117679,2024-11-01,$171.00,Bay Area Fencing Club - Los Gatos,45334099,59869592,USD
117687,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334101,59869603,USD
117677,2024-11-01,$300.00,Bay Area Fencing Club - Los Gatos,45334102,59869591,USD
117690,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334103,59869604,USD
117697,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334104,59869613,USD
117689,2024-11-01,$570.00,Bay Area Fencing Club - Los Gatos,45334105,59869601,USD
117686,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334106,59869602,USD
117681,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334107,59869596,USD
117700,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334108,59869615,USD
117671,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334109,59869586,USD
117682,2024-11-01,$333.00,Bay Area Fencing Club - Los Gatos,45334110,59869595,USD
117692,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334111,59869607,USD
117701,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334112,59869616,USD
117684,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334113,59869599,USD
117678,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334114,59869597,USD
117703,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334115,59869620,USD
117696,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334116,59869611,USD
117695,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334117,59869610,USD
117685,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334118,59869600,USD
117711,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334119,59869627,USD
117702,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334120,59869618,USD
117707,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334121,59869624,USD
117708,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334122,59869622,USD
117712,2024-11-01,$570.00,Bay Area Fencing Club - Los Gatos,45334123,59869626,USD
117691,2024-11-01,$570.00,Bay Area Fencing Club - Los Gatos,45334124,59869605,USD
117719,2024-11-01,$400.00,Bay Area Fencing Club - Los Gatos,45334125,59869634,USD
117714,2024-11-01,$300.00,Bay Area Fencing Club - Los Gatos,45334126,59869628,USD
117704,2024-11-01,$400.00,Bay Area Fencing Club - Los Gatos,45334127,59869617,USD
117706,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334128,59869623,USD
117693,2024-11-01,$470.00,Bay Area Fencing Club - Los Gatos,45334129,59869608,USD
117718,2024-11-01,$400.00,Bay Area Fencing Club - Los Gatos,45334130,59869633,USD
117713,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334131,59869629,USD
117705,2024-11-01,$333.00,Bay Area Fencing Club - Los Gatos,45334132,59869619,USD
117709,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334133,59869621,USD
117710,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334134,59869625,USD
117716,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334135,59869630,USD
117726,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334136,59869639,USD
117725,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334137,59869641,USD
117727,2024-11-01,$470.00,Bay Area Fencing Club - Los Gatos,45334138,59869642,USD
117717,2024-11-01,$190.00,Bay Area Fencing Club - Los Gatos,45334139,59869632,USD
117735,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334140,59869650,USD
117731,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334141,59869646,USD
117728,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334142,59869643,USD
117739,2024-11-01,$300.00,Bay Area Fencing Club - Los Gatos,45334143,59869654,USD
117733,2024-11-01,$400.00,Bay Area Fencing Club - Los Gatos,45334144,59869649,USD
117721,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334145,59869637,USD
117741,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334146,59869656,USD
117737,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334147,59869652,USD
117742,2024-11-01,$202.50,Bay Area Fencing Club - Los Gatos,45334148,59869657,USD
117740,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334149,59869655,USD
117738,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334150,59869653,USD
117757,2024-11-01,$400.00,Bay Area Fencing Club - Los Gatos,45334151,59869672,USD
117755,2024-11-01,$332.50,Bay Area Fencing Club - Los Gatos,45334152,59869671,USD
117756,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334153,59869670,USD
117747,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334154,59869661,USD
117753,2024-11-01,$300.00,Bay Area Fencing Club - Los Gatos,45334155,59869667,USD
117746,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334156,59869662,USD
117750,2024-11-01,$400.00,Bay Area Fencing Club - Los Gatos,45334157,59869665,USD
117763,2024-11-01,$470.00,Bay Area Fencing - Pleasanton,45334158,59869679,USD
117754,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334159,59869669,USD
117752,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334160,59869668,USD
117764,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334161,59869678,USD
117760,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334162,59869675,USD
117773,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334163,59869688,USD
117749,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334164,59869664,USD
117761,2024-11-01,$300.00,Bay Area Fencing Club - Los Gatos,45334165,59869674,USD
117758,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334166,59869673,USD
117759,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334167,59869676,USD
117775,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334168,59869691,USD
117744,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334169,59869663,USD
117765,2024-11-01,$400.00,Bay Area Fencing Club - Los Gatos,45334170,59869681,USD
117769,2024-11-01,$202.50,Bay Area Fencing Club - Los Gatos,45334171,59869684,USD
117767,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334172,59869682,USD
117776,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334173,59869689,USD
117787,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334174,59869703,USD
117782,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334175,59869696,USD
117770,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334176,59869690,USD
117774,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334177,59869687,USD
117772,2024-11-01,$300.00,Bay Area Fencing Club - Los Gatos,45334178,59869686,USD
117786,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334179,59869700,USD
117778,2024-11-01,$570.00,Bay Area Fencing Club - Los Gatos,45334180,59869693,USD
117794,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334181,59869708,USD
117783,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334182,59869697,USD
117781,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334183,59869701,USD
117785,2024-11-01,$300.00,Bay Area Fencing Club - Los Gatos,45334184,59869698,USD
117784,2024-11-01,$202.00,Bay Area Fencing Club - Los Gatos,45334185,59869699,USD
117792,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334186,59869707,USD
117788,2024-11-01,$280.00,Bay Area Fencing - Pleasanton,45334187,59869702,USD
117790,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334188,59869705,USD
117798,2024-11-01,$350.00,Bay Area Fencing - Pleasanton,45334189,59869714,USD
117789,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334190,59869704,USD
117777,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334191,59869692,USD
117799,2024-11-01,$350.00,Bay Area Fencing - Pleasanton,45334192,59869715,USD
117793,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334193,59869709,USD
117796,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334194,59869712,USD
117795,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334195,59869711,USD
117791,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334196,59869706,USD
117801,2024-11-01,$350.00,Bay Area Fencing - Pleasanton,45334197,59869718,USD
117808,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334198,59869722,USD
117805,2024-11-01,$350.00,Bay Area Fencing - Pleasanton,45334199,59869721,USD
117806,2024-11-01,$190.00,Bay Area Fencing Club - Los Gatos,45334200,59869725,USD
117813,2024-11-01,$350.00,Bay Area Fencing - Pleasanton,45334201,59869729,USD
117800,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334202,59869716,USD
117797,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334203,59869713,USD
117803,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334204,59869717,USD
117811,2024-11-01,$300.00,Bay Area Fencing Club - Los Gatos,45334205,59869728,USD
117809,2024-11-01,$300.00,Bay Area Fencing Club - Los Gatos,45334206,59869726,USD
117807,2024-11-01,$350.00,Bay Area Fencing - Pleasanton,45334207,59869724,USD
117812,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334208,59869731,USD
117816,2024-11-01,$50.00,Bay Area Fencing - Pleasanton,45334209,59869733,USD
117817,2024-11-01,$350.00,Bay Area Fencing - Pleasanton,45334210,59869734,USD
117819,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334211,59869736,USD
117815,2024-11-01,$350.00,Bay Area Fencing Club - Los Gatos,45334212,59869732,USD
117810,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334213,59869727,USD
117818,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334214,59869735,USD
117826,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334215,59869743,USD
117822,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334216,59869739,USD
117814,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334217,59869730,USD
117821,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334218,59869738,USD
117820,2024-11-01,$75.00,Bay Area Fencing Club - Los Gatos,45334219,59869737,USD
117827,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334220,59869744,USD
117824,2024-11-01,$350.00,Bay Area Fencing - Pleasanton,45334221,59869745,USD
117838,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334222,59869771,USD
117830,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334223,59869749,USD
117832,2024-11-01,$300.00,Bay Area Fencing Club - Los Gatos,45334224,59869751,USD
117837,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334225,59869768,USD
117857,2024-11-01,$570.00,Bay Area Fencing Club - Los Gatos,45334226,59888498,USD
117839,2024-11-01,$100.00,Bay Area Fencing - Pleasanton,45334227,59875963,USD
117833,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334229,59869752,USD
117828,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334230,59869746,USD
117844,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334231,59875992,USD
117843,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334232,59875987,USD
117825,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334233,59869742,USD
117881,2024-11-01,$300.00,Bay Area Fencing Club - Los Gatos,45334234,59894558,USD
117840,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334235,59875966,USD
117823,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334237,59869741,USD
117913,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45334238,59920232,USD
117880,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334239,59894544,USD
117841,2024-11-01,$300.00,Bay Area Fencing Club - Los Gatos,45334240,59875976,USD
117855,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334241,59888021,USD
117977,2024-11-01,$350.00,Bay Area Fencing - Pleasanton,45334242,59949185,USD
117933,2024-11-01,$350.00,Bay Area Fencing - Pleasanton,45334244,59931900,USD
117870,2024-11-01,$570.00,Bay Area Fencing Club - Los Gatos,45334245,59889910,USD
117835,2024-11-01,$190.00,Bay Area Fencing Club - Los Gatos,45334246,59869757,USD
118014,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334247,59986414,USD
118103,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334250,60035065,USD
117842,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334251,59875981,USD
117885,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334252,59902918,USD
118108,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334254,60045811,USD
118048,2024-11-01,$470.00,Bay Area Fencing Club - Los Gatos,45334255,60004221,USD
118187,2024-11-01,$350.00,Bay Area Fencing - Pleasanton,45334257,60089512,USD
118357,2024-11-01,$280.00,Bay Area Fencing - Pleasanton,45334258,60186402,USD
118389,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334259,60213849,USD
118259,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334260,60127395,USD
118248,2024-11-01,$470.00,Bay Area Fencing Club - Los Gatos,45334261,60122913,USD
118391,2024-11-01,$570.00,Bay Area Fencing - Pleasanton,45334262,60213892,USD
118247,2024-11-01,$423.00,Bay Area Fencing Club - Los Gatos,45334263,60122904,USD
118488,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334265,60253946,USD
118395,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334264,60215376,USD
118505,2024-11-01,$350.00,Bay Area Fencing - Pleasanton,45334266,60264245,USD
118535,2024-11-01,$400.00,Bay Area Fencing - Pleasanton,45334267,60277313,USD
118533,2024-11-01,$280.00,Bay Area Fencing - Pleasanton,45334268,60277252,USD
118189,2024-11-01,$190.00,Bay Area Fencing - Pleasanton,45334269,60089632,USD
118490,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45334273,60254625,USD
117850,2024-11-01,$370.00,Bay Area Fencing Club - Los Gatos,45341117,59879449,USD
117847,2024-11-01,$570.00,Bay Area Fencing Club - Los Gatos,45341120,59876030,USD
118090,2024-11-01,$300.00,Bay Area Fencing Club - Los Gatos,45341126,60028299,USD
118105,2024-11-01,$225.00,Bay Area Fencing Club - Los Gatos,45341135,60036135,USD
118092,2024-11-01,$300.00,Bay Area Fencing Club - Los Gatos,45341138,60028324,USD
117845,2024-11-01,$423.00,Bay Area Fencing - Pleasanton,45341142,59876016,USD
118856,2024-11-01,$70.00,Bay Area Fencing Club - Los Gatos,45345260,60417463,USD
118858,2024-11-01,$55.00,Bay Area Fencing Club - Los Gatos,45347445,60420194,USD
118859,2024-11-01,$55.00,Bay Area Fencing Club - Los Gatos,45347448,60420198,USD
118860,2024-11-01,$55.00,Bay Area Fencing Club - Los Gatos,45347493,60420253,USD
118861,2024-11-01,$80.00,Bay Area Fencing Club - Los Gatos,45347962,60420923,USD
118862,2024-11-01,$55.00,Bay Area Fencing Club - Los Gatos,45348100,60421111,USD
118863,2024-11-01,$80.00,Bay Area Fencing Club - Los Gatos,45348281,60421359,USD
117683,2024-11-02,$225.00,Bay Area Fencing Club - Los Gatos,45362200,59869598,USD
118865,2024-11-02,$97.23,Bay Area Fencing Club - Los Gatos,45363175,60433279,USD
118867,2024-11-02,$338.33,Bay Area Fencing - Pleasanton,45363849,60434303,USD
118869,2024-11-03,"$1,000.00",Bay Area Fencing - Pleasanton,45373952,60440083,USD
118872,2024-11-03,$80.00,Bay Area Fencing Club - Los Gatos,45374717,60441146,USD
118873,2024-11-03,$80.00,Bay Area Fencing Club - Los Gatos,45374722,60441149,USD
118874,2024-11-03,$55.00,Bay Area Fencing Club - Los Gatos,45376757,60444066,USD
118875,2024-11-03,$55.00,Bay Area Fencing Club - Los Gatos,45376762,60444074,USD
118876,2024-11-03,$55.00,Bay Area Fencing Club - Los Gatos,45376919,60444282,USD
118877,2024-11-03,$55.00,Bay Area Fencing Club - Los Gatos,45377295,60444854,USD
118878,2024-11-03,$134.13,Bay Area Fencing Club - Los Gatos,45377593,60445154,USD
118879,2024-11-03,$234.13,Bay Area Fencing Club - Los Gatos,45377594,60445156,USD
118880,2024-11-03,$134.13,Bay Area Fencing Club - Los Gatos,45377595,60445158,USD
118881,2024-11-03,$234.13,Bay Area Fencing Club - Los Gatos,45377599,60445165,USD
118882,2024-11-03,$134.13,Bay Area Fencing Club - Los Gatos,45377600,60445167,USD
118883,2024-11-03,$234.13,Bay Area Fencing - Pleasanton,45377604,60445169,USD
118884,2024-11-03,$134.13,Bay Area Fencing Club - Los Gatos,45377614,60445186,USD
118885,2024-11-03,$234.13,Bay Area Fencing - Pleasanton,45377616,60445189,USD
118886,2024-11-03,$134.13,Bay Area Fencing Club - Los Gatos,45377618,60445193,USD
118888,2024-11-04,$134.13,Bay Area Fencing Club - Los Gatos,45382972,60451029,USD
118889,2024-11-04,$134.13,Bay Area Fencing - Pleasanton,45382975,60451035,USD
118890,2024-11-04,$134.13,Bay Area Fencing Club - Los Gatos,45382985,60451047,USD
118891,2024-11-04,$234.13,Bay Area Fencing Club - Los Gatos,45383010,60451075,USD
118892,2024-11-04,$134.13,Bay Area Fencing - Pleasanton,45383024,60451091,USD
118893,2024-11-04,$134.13,Bay Area Fencing - Pleasanton,45383039,60451108,USD
118894,2024-11-04,$234.13,Bay Area Fencing Club - Los Gatos,45383100,60451183,USD
118896,2024-11-04,$134.13,Bay Area Fencing Club - Los Gatos,45383121,60451211,USD
118897,2024-11-04,$234.13,Bay Area Fencing Club - Los Gatos,45383127,60451218,USD
118898,2024-11-04,$134.13,Bay Area Fencing Club - Los Gatos,45383146,60451246,USD
118899,2024-11-04,$134.13,Bay Area Fencing Club - Los Gatos,45383183,60451294,USD
118900,2024-11-04,$234.13,Bay Area Fencing Club - Los Gatos,45383192,60451303,USD
118901,2024-11-04,$134.13,Bay Area Fencing Club - Los Gatos,45383216,60451332,USD
118902,2024-11-04,$81.00,Bay Area Fencing Club - Los Gatos,45386467,60456196,USD
118904,2024-11-04,$134.13,Bay Area Fencing Club - Los Gatos,45386762,60456625,USD
118905,2024-11-04,$60.00,Bay Area Fencing Club - Los Gatos,45387576,60457927,USD
118906,2024-11-04,$55.00,Bay Area Fencing Club - Los Gatos,45388198,60458884,USD
118907,2024-11-04,$55.00,Bay Area Fencing Club - Los Gatos,45388374,60459153,USD
118908,2024-11-04,$234.13,Bay Area Fencing Club - Los Gatos,45388397,60459172,USD
118909,2024-11-04,$134.13,Bay Area Fencing Club - Los Gatos,45388411,60459196,USD
118910,2024-11-04,$55.00,Bay Area Fencing Club - Los Gatos,45388584,60459455,USD
118911,2024-11-04,$134.13,Bay Area Fencing - Pleasanton,45388790,60459771,USD
118914,2024-11-04,$80.00,Bay Area Fencing Club - Los Gatos,45389347,60460643,USD
118915,2024-11-04,$55.00,Bay Area Fencing Club - Los Gatos,45389357,60460661,USD
118916,2024-11-04,$80.00,Bay Area Fencing Club - Los Gatos,45389359,60460664,USD
118917,2024-11-04,$80.00,Bay Area Fencing Club - Los Gatos,45389361,60460667,USD
118918,2024-11-04,$80.00,Bay Area Fencing Club - Los Gatos,45389370,60460680,USD
118919,2024-11-04,$80.00,Bay Area Fencing Club - Los Gatos,45389373,60460686,USD
118920,2024-11-04,$80.00,Bay Area Fencing Club - Los Gatos,45389374,60460690,USD
